refseq_peptide	description	rgd_id	uniprot_gn_id
NP_001101795	mediator complex subunit 15	1307560	A0A8I5ZVE0, A0A8I6A373, A0A8I6GJV4, G3V684
NP_001101796	leucine-zipper-like transcription regulator 1	1309100	A0A8I5Y0T3, A0A8I5ZVJ5, B5DFI4
NP_001101797	protein kinase, DNA-activated, catalytic subunit	1308982	A0A8I5ZT26, A0A8I6ADM3, D3ZTN0
NP_001101798	zinc finger protein 358	1310416	D3ZRG3
NP_001101799	ligand of numb-protein X 2	1308222	A0A8I6AEK4, D3ZRH6
NP_001101800	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	1309735	A0A8I6A858, D4AD29
NP_001101801	adaptor related protein complex 1 subunit sigma 1	1305911	A0A8I5ZUR0, A0A8I5ZW78, B5DFI3, F7EZ57
NP_001101802	RCC1 like	1307558	D4AE90
NP_001101803	RAB guanine nucleotide exchange factor 1	1307295	A0A8I6ABA8, G3V631
NP_001101804	nuclear receptor co-repressor 2	1310293	A0A0G2JU91, A0A8I6A620, A0A8I6AN60, A0A8I6GHM0, D3ZXN9
NP_001101805	RAS protein activator like 1	1311820	D3ZHY9
NP_001101806	serine dehydratase-like	1309192	D3ZHV7
NP_001101808	F-box protein 21	1307346	F1M5Q6
NP_001101809	glutamyl-tRNA amidotransferase subunit C	1309698	D3ZY68
NP_001101810	HscB mitochondrial iron-sulfur cluster co-chaperone	1311005	A0A8I5ZYF5, A0A8I6A2K9, D3ZME7
NP_001101811	unc-51 like autophagy activating kinase 1	1589743	A0A8I6GA79, D3ZMG0
NP_001101812	3-ketodihydrosphingosine reductase	1307775	A0A0G2K4V4, A0A8I6A295, A0A8I6AMK1, D3Z9P1
NP_001101813	ethanolamine kinase 2	1305304	A0A096MIU8
NP_001101814	ubiquitin-conjugating enzyme E2T	1310816	G3V6M7
NP_001101816	NIMA-related kinase 7	1311160	A0A0G2JUP0, A0A8I6A625, A0A8I6AKB8, D3ZBE5
NP_001101817	similar to novel protein	1566099	F7EXE9
NP_001101818	LIM homeobox 4	1308044	A0A1W2Q653, A0A1W2Q6B2, F1LZ08
NP_001101819	RCSD domain containing 1	1304715	A0A0G2K7I4, A0A8I5YCC4, A0A8I5ZYN8, F1M4V3
NP_001101820	kelch domain containing 9	1561025	D3ZDT0
NP_001101821	SERTA domain containing 4	1565408	A0A0G2K6W8
NP_001101822	cell division cycle 7	1308351	A0A8I5Y6H3, A0A8I5ZQV6, D4A8S5
NP_001101823	placenta associated 8	1308102	F7EWR1
NP_001101824	transmembrane protein 150C	1306105	B5DFH9
NP_001101825	CCR4-NOT transcription complex, subunit 6-like	1309128	A0A8I6A149, A0A8I6AL98, F1M642
NP_001101826	albumin superfamily member 1	1561929	A0A8I6AB30, F7FAY5
NP_001101827	MOB kinase activator 1B	1305114	A0A8I5YCB8, A0A8I6AAQ1, D4A1V7
NP_001101828	ligand of numb-protein X 1	1308159	A0A0G2JUI7, A0A8I5ZXC4, B6RHI6
NP_001101829	defective in cullin neddylation 1 domain containing 4	1310422	A0A0G2JUZ4, A0A8I6A381, A0A8I6B1J8, D4A0F7
NP_001101832	transmembrane protein 128	1310481	F7F918
NP_001101833	H6 family homeobox 1	1304928	D3ZBP8
NP_001101836	VRK serine/threonine kinase 2	1311585	A0A0G2JVP1, D3ZUF8
NP_001101837	protein phosphatase 4, regulatory subunit 3B	1309450	D3ZCR4
NP_001101838	dual specificity phosphatase 29	1310229	A0A8I6AGT7, P0C595
NP_001101839	coiled-coil-helix-coiled-coil-helix domain containing 1	1307134	B5DER5
NP_001101840	cilia and flagella associated protein 70	1307577	A0A8I6AH20, A0A8I6AND1, D4A513
NP_001101841	ubiquitin-conjugating enzyme E2E 2	1305644	A0A8I6A2G8, D3ZYE1
NP_001101842	ribonuclease P/MRP subunit p14	1305436	D4A157
NP_001101843	mitogen-activated protein kinase 1 interacting protein 1-like	1311455	A0A8I6AD41, D3ZNX9
NP_001101844	armadillo-like helical domain containing 4	1310110	A0A8I6GIE0, D3ZYI3
NP_001101846	similar to human chromosome 14 open reading frame 119	1308430	B0BN25
NP_001101847	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	1311112	A0A8I5ZVZ5, A0A8I6AH39, F1LQJ7
NP_001101848	short chain dehydrogenase/reductase family 39U, member 1	1309307	A0A8I6AMY4, A0A8I6GHZ4, D3ZYY0
NP_001101849	spindle and kinetochore associated complex subunit 3	1307201	A0A8I5Y7E4, A0A8I6A6I1, A0A8L2QHE9
NP_001101850	RCC1 and BTB domain containing protein 1	1308467	A0A0G2JU79, A0A8I5ZM64, D4AD40
NP_001101851	EBP like	1304571	D3ZXC8
NP_001101852	coiled-coil domain containing 25	1307689	D4AAU6
NP_001101853	EBF transcription factor 2	1310805	D3ZT68
NP_001101854	ectonucleoside triphosphate diphosphohydrolase 4	1309511	A0A0G2JX61, D3ZZW3
NP_001101855	dematin actin binding protein	1311419	A0A8I5ZXT2, A0A8I6AIW7, A0A8I6AT61, B2GUY4, D4A559
NP_001101856	exportin 7	1310928	A0A0G2JWA3, A0A8I6AH01, F1LQM9
NP_001101857	succinate-CoA ligase ADP-forming subunit beta	1309397	A0A8I6A1U8, F1LM47
NP_001101858	sciellin	1305102	A0A0G2K292, A0A8I5ZUX7, A0A8I6A4F3, A0A8I6AX24, G3V921
NP_001101859	ORC ubiquitin ligase 1	1564706	A0A8I6A402, D3ZAB6
NP_001101860	Nedd4 family interacting protein 2	1309716	A0A8I6G338, F1M1W4
NP_001101861	Zic family member 5	1310160	A0A8I5ZJD4, F1M349
NP_001101862	Zic family member 2	1311174	A0A0G2JWR6
NP_001101863	zinc finger, MIZ-type containing 1	1311620	A0A8I5ZU59, D4AE97
NP_001101864	zinc finger CCHC-type containing 24	1306164	A0A8I5ZVM8, A0A8I6A7L4, D3ZQ09
NP_001101865	placenta associated 9	1306662	A0A8I5ZMZ4, A0A8I6AT08, D4A4Q7
NP_001101867	SURP and G patch domain containing 2	1306042	A0A8I6A138, A0A8I6GI08, D3ZJH2
NP_001101868	hyaluronan and proteoglycan link protein 4	1308408	D3Z9H2
NP_001101869	PBX homeobox 4	1305100	D4AA41
NP_001101870	ankyrin repeat domain 37	1565715	A0A8I6A8T4, F7EMG3
NP_001101871	ALG11, alpha-1,2-mannosyltransferase	1564725	A0A8I5Y611, D3ZCQ2
NP_001101872	NAD(P)HX dehydratase	1562691	A0A8I5ZNB5, A0A8I6ACT3, D3ZLK9
NP_001101873	NOP2/Sun RNA methyltransferase 2	1311954	A0A0G2JUK0, A0A8I6A6Q2, D4A3S8
NP_001101874	cell division cycle 14B	1311163	A0A0G2K7S1, A0A8I5YC46, A0A8I5ZNF2, A0A8I5ZZU6, A0A8I6AK31, A0A8I6GMP1, F1M567
NP_001101875	leukocyte cell-derived chemotaxin 2	1305404	A0A8I6AA90, A0A8I6AGC9, D4A526
NP_001101876	serine palmitoyltransferase, long chain base subunit 1	1307140	A0A8I5ZUP8, A0A8I6A3Q5, D4A2H2
NP_001101877	AU RNA binding methylglutaconyl-CoA hydratase	1306087	A0A8I5Y7Q4, A0A8I5ZJH2, A0A8I5ZWD4, A0A8I6AAT9, A0A8I6B3A4, A0A8I6GL97, F1LU71
NP_001101879	FYVE, RhoGEF and PH domain containing 3	1311725	A0A0G2K2U9, A0A8I6AL39, D3ZS34
NP_001101880	CD83 molecule	1309677	A0A8I6ALP3, B2GV95
NP_001101881	TBC1 domain family, member 7	1307661	A0A8I5ZX17, D4AAY4
NP_001101882	dual specificity phosphatase 22	1307146	A0A8I6AGY7, D3ZC16
NP_001101886	supervillin	1306354	A0A8I5ZKD0, A0A8I5ZT25, A0A8I6A8S3, A0A8I6AHH0, A0A8I6AQK9, A0A8I6AVE6, A0A8I6GFU3, D3ZEZ9, F1M155
NP_001101887	cullin 2	1310644	A0A0G2K761, A0A8I6A9D2, A0A8I6G8I6, D4A0H4
NP_001101888	HEAT repeat containing 1	1564769	D3ZL86, M0R3U0
NP_001101890	ankyrin repeat and SOCS box-containing 13	1310387	A0A8I5ZVB3, D3ZEJ6
NP_001101891	UPF2, regulator of nonsense mediated mRNA decay	1309178	A0A0U1RRS6, A0A0U1RRY8, D3ZT03
NP_001101892	plexin domain containing 2	1305962	A0A8I5ZQ78, F7EUH5
NP_001101893	RIO kinase 3	1310833	A0A8I5ZZZ6, D3ZND9
NP_001101894	ring finger protein 125	1306757	A0A8I5ZUW9, B1WCA3
NP_001101896	kinesin family member 20A	1307695	B1WC01
NP_001101897	prefoldin subunit 1	1305603	A0A8I6A3F6, A0A8I6A4I0, A0A8I6A6J4, A0A8I6A8A6, D3ZX38
NP_001101898	RGD1563159	1563159	D3ZZC0
NP_001101899	RNA binding motif protein 27	1311966	A0A8I5ZN77, A0A8I5ZS16, A0A8I6AC35, A0A8I6AS62, F1M1R4
NP_001101900	semaphorin 6A	1305493	A0A8I5ZYF8, D3ZAG0, D3ZAX7
NP_001101901	DTW domain containing 2	1306423	A0A8I5ZKA0, D3ZGK2
NP_001101902	proline rich 16	15003486	A0A8I6A7G3, D4A107
NP_001101903	ADAM metallopeptidase with thrombospondin type 1 motif, 19	1308359	D4A2E7
NP_001101904	ferrochelatase	1307556	A0A8I5ZR41, A0A8I6GEM4, D3ZBM3
NP_001101905	metallophosphoesterase 1	1309184	A0A8I5Y647, B1WC86
NP_001101907	coiled-coil domain containing 102A	1308684	D3ZSR7
NP_001101908	docking protein 4	1310084	F7FET5
NP_001101909	LARGE xylosyl- and glucuronyltransferase 1	1308895	A0A0G2K618, D4A390
NP_001101911	DnaJ heat shock protein family (Hsp40) member B1	1304725	D3ZUU5
NP_001101912	NADH:ubiquinone oxidoreductase subunit B7	1308550	D3ZLT1
NP_001101913	zinc finger protein 330	1307510	D3ZSN4
NP_001101914	GRB2-associated binding protein 1	1311085	C6JUQ2, D3ZAL7
NP_001101915	anaphase promoting complex subunit 10	1308936	B5DEP3
NP_001101916	ATP binding cassette subfamily E member 1	1305301	A0A8I6GEV9, D3ZD23
NP_001101917	nuclear factor of activated T-cells 3	1308692	A0A0G2JTY4, A0A8I6AB55, D3ZU59
NP_001101918	telomeric repeat binding factor 2	1310881	A0A8I6A085, D3ZJF7
NP_001101919	component of oligomeric golgi complex 4	1310549	A0A8I6A3P8, A0A8I6A5F9, D3ZZM3
NP_001101921	dynein light chain roadblock-type 2	1306930	A0A8I6ANS4, D4A0A0
NP_001101922	coactosin-like F-actin binding protein 1	1305498	A0A8L2QC84
NP_001101923	CBFA2/RUNX1 partner transcriptional co-repressor 3	1310547	A0A0G2JVC6, A0A8I6AK03, D4A303
NP_001101924	copine 7	1307466	D3ZWR4, H1UBN0
NP_001101925	FA complementation group A	1311380	A0A8I5ZXD8, A0A8I6AGX8, D3ZQL0
NP_001101926	AFG3 (ATPase family gene 3)-like 1	1309722	A0A8I5ZQ14, A0A8I6GMC1, D3ZZ20
NP_001101928	uronyl-2-sulfotransferase	1304743	D3ZPB6
NP_001101930	HD domain containing 2	1307562	D3ZKT8
NP_001101931	tubulin polymerization promoting protein	1310121	A0A5H1ZRV3, A0A8I6A1G2, D3ZQL7
NP_001101932	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	1307311	B2GUZ3
NP_001101933	radial spoke head 3	1311306	F1LRY1
NP_001101935	ubiquitin specific peptidase 29	1306648	D4AEI6
NP_001101936	N-acetyltransferase 14	1565991	A0A8I5ZXU2
NP_001101937	EPS8-like 1	1311146	A0A8I6GL81, D3ZDV2
NP_001101938	retinol dehydrogenase 13	1304959	D3ZFR9
NP_001101940	myeloid zinc finger 1	1308391	A0A8I6ATA3, D3ZF35
NP_001101941	ubiquitin-conjugating enzyme E2M	1307614	A0A8I5ZYZ8, D3ZNQ6
NP_001101942	Meis homeobox 3	1308532	A0A8I6AQ93, B1H242, D4A9U2
NP_001101943	PNMA family member 8A	1310803	D3ZA53
NP_001101944	CEA cell adhesion molecule 12	1306754	A0A8J8YCD1
NP_001101945	vasodilator-stimulated phosphoprotein	1311542	A0A0G2K9C0, A0A8I6A7U4, A0A8I6AAX7, F7EWC1
NP_001101946	zinc finger protein 428	1564862	A0A0G2K1B1, D4A7Q6
NP_001101947	heterogeneous nuclear ribonucleoprotein U-like 1	1307456	D4A962
NP_001101948	tetratricopeptide repeat domain 9B	1306256	D3ZTK0
NP_001101949	V-set and transmembrane domain containing 2B	1306235	D4A3Q0
NP_001101950	Bcl2 like 12	1307361	A0A8I5Y5R9, A0A8I6AFM2, D3Z9I2
NP_001101951	RAS related	1311443	D3Z8L7
NP_001101952	proline rich and Gla domain 2	1305444	A0A0G2K045, D3Z8G5
NP_001101953	small nuclear ribonucleoprotein U1 subunit 70	1307120	A0A8I5ZV69, A0A8I6G5W4, B2RZ74, D3Z8H0
NP_001101954	Nodal modulator 1	1305240	A0A8I5ZY21, A0A8I6A0P2, A0A8I6AQZ5, D3ZSA9
NP_001101955	general transcription factor IIH subunit 1	1308225	A0A0G2JWQ0, A0A8I6AJ08, D3ZYG3
NP_001101956	leucine rich repeat containing 28	1307209	A0A8I6ASL4, D4A4Y4
NP_001101957	apoptosis enhancing nuclease	1305051	B2GUW6
NP_001101958	FES proto-oncogene, tyrosine kinase	1564385	A0A8I5ZWJ2, D4A584
NP_001101959	IQ motif containing GTPase activating protein 1	1311884	A0A8I6AJK7, G3V7Q7
NP_001101960	transmembrane 6 superfamily member 1	1307978	A0A0G2JZS3, A0A8I5XWV4, D4A3E7
NP_001101961	malic enzyme 3	1311070	A0A0G2K4C6, A0A8I6AK15, F1M5N4
NP_001101962	synaptotagmin-like 2	1307647	A0A8I5Y7C8, A0A8I6AM63, A0A8J8YSR3
NP_001101963	adipogenesis associated, Mth938 domain containing	1561459	A0A8I5ZY84, A0A8I6AGT5, A0A8I6GF83, A0A8I6GHU8, D3ZZQ4
NP_001101964	family with sequence similarity 168, member A	1308929	A0A8I5ZR57, A0A8I6A572, A0A8I6A7D9, D3ZHW1
NP_001101965	RELT, TNF receptor	1305381	F1LVW5
NP_001101966	stromal interaction molecule 1	1306831	A0A0G2K5C8, A0A1B0GWQ1, A0A8L2QER8
NP_001101967	A-kinase interacting protein 1	1306959	A0A8I6GIH5, D3ZV70
NP_001101968	nuclear receptor interacting protein 3	1304777	D4A2K5
NP_001101969	cytochrome P450, family 2, subfamily r, polypeptide 1	1311866	A0A8I6A0G3, A0A8I6GHN7, F7FAJ1
NP_001101970	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha	1310389	D3ZTF6
NP_001101971	centriolar coiled-coil protein 110	1310509	A0A8I5ZJN5, A0A8I5ZNZ6, A0A8I6GDT4, D4A3J9
NP_001101972	acyl-CoA synthetase medium-chain family member 2	1306813	A0A0G2K125, A0A0G2K8G2, F1M1W1
NP_001101973	RNA polymerase III subunit E	1308086	A0A8I5ZZA4, A0A8I6AND9, A0A8I6GJK1, D3ZP45
NP_001101975	BRCA2 and CDKN1A interacting protein	1307362	D3ZB65
NP_001101976	EBF transcription factor 3	1304956	A0A8I5ZU01, A0A8I6A4F0, D4A274
NP_001101977	PWWP domain containing 2B	1307108	A0A8I5ZP22, F7FFV6
NP_001101979	patatin-like phospholipase domain containing 2	1309044	A0A8L2QDK4, P0C548
NP_001101980	dual specificity phosphatase 8	1306425	D3ZNK9
NP_001101981	tumor necrosis factor receptor superfamily, member 26	1309693	A0A0G2K0D9, A0A8I6A0F5, D4A5X9
NP_001101982	lysine methyltransferase 5B	1311637	A0A8I6G6N5, P0C2N5
NP_001101984	ankyrin repeat domain 13D	1309156	D3ZUJ7
NP_001101985	lysine demethylase 2A	1309419	A0A8I6ARD6, A0A8I6GLJ9, D3ZTJ7
NP_001101986	double PHD fingers 2	1311699	A0A0G2K948, G3V8U3
NP_001101987	ribosomal protein S6 kinase A4	1307277	D3ZSB7
NP_001101988	N(alpha)-acetyltransferase 40, NatD catalytic subunit	1565838	A0A8I6A7S4, D3ZZQ5
NP_001101989	membrane spanning 4-domains A8	1309035	D3ZDZ2
NP_001101990	PAT1 homolog 1, processing body mRNA decay factor	1305514	A0A8I5ZRW2, B5DF93
NP_001101991	transmembrane channel-like 1	1308682	A0A096MKC4, A0A0G2KB87, A0A8I6GL27
NP_001101992	phosphodiesterase 6C	1309844	A0A8I6A6R9, D3ZLC7
NP_001101993	NOC3-like DNA replication regulator	1560656	A0A8I6AC09, D4AB23
NP_001101994	aldehyde dehydrogenase 18 family, member A1	1311431	A0A8I6AAN3
NP_001101995	cutC copper transporter	1304966	A0A8I5ZQP8, A0A8I5ZZ85, A0A8I6GF90, D4A6T5
NP_001101996	semaphorin 4G	1310436	D4A6G2
NP_001101997	sideroflexin 4	1306088	A0A8I6A569, A0A8I6G785, A0A8I6GFL8, D3ZZX9
NP_001101999	ybeY metalloendoribonuclease	1308722	D4A815
NP_001102000	ubiquitin-conjugating enzyme E2D 1	1307886	A0A8I5Y1N3, A0A8I6A9L4, D3ZDK2
NP_001102001	BicC family RNA binding protein 1	1307459	A0A0G2K0Y0, D3ZDJ9
NP_001102002	heterogeneous nuclear ribonucleoprotein H3	1310019	A0A0G2JVA2, A0A8I5YBW9, D4ABK7, M0R5A6
NP_001102003	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2	1308568	A0A0G2K946, A0A8I5Y6E3, A0A8I5ZQG2, A0A8I6AI26
NP_001102005	cell division cycle and apoptosis regulator 1	1560358	A0A8I6A183, D4A2P1
NP_001102007	general transcription factor 3C subunit 6	1307434	B0K037
NP_001102009	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	1306114	A0A8I6A1L8, A0A8I6ADJ5, D3ZBM7
NP_001102010	Rieske (Fe-S) domain containing	1308284	D3ZF58
NP_001102011	WD repeat domain 41	1306363	A0A8I5ZYE1, D4A0P5, F7ETI3
NP_001102012	Rho guanine nucleotide exchange factor 28	1307061	A0A8I5ZW57, A0A8L2UN35
NP_001102013	mitochondrial ribosomal protein S27	1311829	A0A0G2K6X0, A0A8I5ZNY6, D4A3E8
NP_001102014	ADAM metallopeptidase with thrombospondin type 1 motif, 6	1307678	D4A065
NP_001102015	F-box and leucine-rich repeat protein 7	1305813	F1M6W6
NP_001102016	YTH N(6)-methyladenosine RNA binding protein 3	1305234	A0A8I5ZZS7, A0A8I6ACC2, A0A8I6G7B6, D3ZIY3
NP_001102017	epithelial cell transforming 2	1308524	A0A1B0GWY1, A0A8I6AQ76, A0A8I6GJ38, D3ZUD0
NP_001102018	ribosomal protein L22 like 1	1309517	A0A8I6GK43, B2RZD5
NP_001102019	spermatogenesis associated 5	1310478	A0A0G2K0I1, A0A8I6A2A6, D4A6T1
NP_001102020	periostin	1305285	A0A0G2K692, A0A8I5Y5Q6, A0A8I5Y6L2, A0A8I6AHK0, A0A8I6AK89, D3ZAF5
NP_001102021	transmembrane protein 144	1565845	D3ZTK4
NP_001102022	tripartite motif-containing 2	1310981	A0A0G2K2M8, A0A8I5ZV62, A0A8I5ZY23, D3ZM62
NP_001102023	transmembrane protein 154	1563262	A0A8I5ZNA7, A0A8I6A9P5, D4ABU1
NP_001102025	LPS responsive beige-like anchor protein	1311428	A0A0G2JYI0, A0A0G2JYR4, F1M3T7
NP_001102026	TSSK6 activating co-chaperone	1304953	A0A8I5YBL1, D3ZH74
NP_001102027	S100 calcium binding protein A16	1306770	B0BMX3
NP_001102028	thioesterase superfamily member 5	1562059	A0A8I6AEW3, D3ZHF1
NP_001102029	pre-mRNA processing factor 3	1310555	A0A0G2JTI7, A0A8I6GK69, D3ZI99
NP_001102030	ring finger protein 115	1305315	D3ZB96
NP_001102031	adenosylhomocysteinase-like 1	1309768	A0A140TAI8, A0A8I5ZSX3, A0A8I6A7K9, A0A8L2UQN5
NP_001102033	synaptophysin-like 2	1309907	D4A6M0
NP_001102034	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	1306376	D4AEH9
NP_001102036	oligosaccharyltransferase complex non-catalytic subunit	1560708	A0A8I6A3Y5, A0A8I6ALF8, A0A8I6ANL0, B0K025
NP_001102037	ribosomal protein L34	1309402	B2RZD4
NP_001102038	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	1310189	A0A8I6AM49, A0A8I6GHI5, D4ACC1
NP_001102039	guanylate binding protein 5	1311040	A0A8I5ZTN7, F1M9F6
NP_001102040	interleukin 36, beta	1307847	A0A8I6AH64, D4A6F3
NP_001102041	interleukin 1 family member 10	1305635	D4A9I5
NP_001102042	euchromatic histone lysine methyltransferase 1	1307588	A0A0G2K889, A0A8I6AB09, A0A8I6ABS0, A0A8I6ANQ0, D4A005
NP_001102043	RAB, member RAS oncogene family-like 6	1307615	D3ZKQ4
NP_001102044	small nuclear RNA activating complex, polypeptide 4	1309048	D4A3C9, F1LYZ6
NP_001102045	bromodomain containing 3	1308925	B5DF71, D3ZWU1
NP_001102046	mitochondrial ribosomal protein S2	1309116	D3ZY44
NP_001102047	protein phosphatase 2 phosphatase activator	1308354	A0A8I5ZPZ9, A0A8I5ZTH7, A0A8I6ASU9, A0A8I6AUP5, F7FF51
NP_001102048	allograft inflammatory factor 1-like	1305081	D3ZRD9
NP_001102049	SH2 domain containing 3C	1307287	A0A0G2JYH7, A0A8I5ZMD8, A0A8I5ZME7, A0A8I6A5D5, A0A8I6GAN0, B0BN10
NP_001102051	enhancer of polycomb homolog 2	1307271	A0A8I5ZZ28, D4ADG5
NP_001102052	death associated protein-like 1	1309610	A0A8I5ZX34, F7FMI3
NP_001102053	Bardet-Biedl syndrome 5	1310718	A0A8I5ZQX5, A0A8I6GGA2, B2RZ48
NP_001102054	receptor-associated protein of the synapse	1311592	A0A0G2K9X2, A0A8I6AIQ1, D3ZPG2
NP_001102055	similar to RIKEN cDNA A930018P22	1563222	D4A0Z9
NP_001102056	reticulocalbin 1	1311292	D3ZUB0
NP_001102057	coiled-coil domain containing 34	1560583	A0A8I5ZUR6, D4A5Z6
NP_001102058	solute carrier family 5 member 12	1311652	A0A8I5ZQX1, A0A8I6ARH5, F1LWL8
NP_001102059	mitogen activated protein kinase binding protein 1	1307578	A0A8I6ADP4, D3ZSY0
NP_001102060	erythrocyte membrane protein band 4.2	1305306	A0A8I5ZZB1, B5DF57
NP_001102062	small nuclear ribonucleoprotein polypeptide B2	1310194	A0A8I6GAM2, B5DEQ4
NP_001102064	D-aminoacyl-tRNA deacylase 1	1311821	A0A8I6A4Q0, A0A8I6AA19, B0K014, D4A9K3
NP_001102065	N(alpha)-acetyltransferase 20, NatB catalytic subunit	1307713	A0A8I5ZWX7, A0A8I6AUK2, B2RZ44
NP_001102066	5'-3' exoribonuclease 2	1310218	A0A8I5ZUU8, A0A8I6A511, D4A914
NP_001102067	cystatin 9-like	1311032	D3ZMS9
NP_001102068	dual specificity phosphatase 15	1305990	A0A8I5YCB5, B4F7B7, M0RD87
NP_001102069	SCAN domain-containing 1	1308530	D4A6K0
NP_001102071	DEAH-box helicase 35	1311165	A0A0G2JTM6, D4AEG5
NP_001102073	protein tyrosine phosphatase, receptor type, T	1309653	A0A8I5ZW41, A0A8I6AFL3, F1LXJ9
NP_001102074	recombination signal binding protein for immunoglobulin kappa J region-like	1304786	A0A8I5ZXV0, D4AEG0
NP_001102075	phosphorylated CTD interacting factor 1	1310800	A0A8I5Y7T8, D4A417
NP_001102076	transformation related protein 53 regulating kinase B	1304911	D3ZCD7
NP_001102077	chromosome segregation 1 like	1307536	A0A8I5XVR1, D3ZPR0
NP_001102078	beta-1,4-galactosyltransferase 5	1310062	A0A0G2K3K5, F1LZL3
NP_001102079	par-6 family cell polarity regulator beta	1308205	D4A2F2
NP_001102081	collagen type IX alpha 3 chain	1310255	D3ZX71
NP_001102083	solute carrier family 17 member 9	1311940	D3ZUN1
NP_001102084	Lck interacting transmembrane adaptor 1	1562795	A0A8I5ZS90, A0A8I6AG03, D4A1E8
NP_001102085	myelin transcription factor 1	1304899	A0A8I5ZKR6, A0A8I5ZQB6, A0A8I6GF57, D3ZYT5
NP_001102088	KRIT1, ankyrin repeat containing	1305929	A0A8I6G7T1, G3V8Z6
NP_001102089	inosine monophosphate dehydrogenase 1	1311108	A0A0A0MXZ8, A0A8I6AC45, A0A8I6AI29, A0A8I6APP1
NP_001102090	nucleoporin 205	1309413	A0A8I5ZJ67, A0A8I6GHV1, D4A7R3
NP_001102091	family with sequence similarity 180, member A	1308013	A0A8I5ZZP3, D3Z9K6
NP_001102093	poly (ADP-ribose) polymerase family, member 12	1308628	D4A3V3
NP_001102094	NADH:ubiquinone oxidoreductase subunit B2	1311058	A0A8I5Y1E6, A0A8I6GIH2, B1WBW8, B2RYU0, D3ZRE6
NP_001102095	serine protease 37	1311823	D4A527
NP_001102096	serine protease 3	1311446	D3ZQV0
NP_001102097	cullin 1	1308157	A0A0G2K8N8, A0A8I5Y0H0, A0A8I5ZSD2, A0A8I6GLA1, F7FMJ3
NP_001102098	zinc and ring finger 2	1306645	M0RBD9
NP_001102099	gamma-glutamyl cyclotransferase	1304876	D3ZPV8
NP_001102100	VOPP1 WW domain binding protein	1306494	A0A8I5ZTM1, A0A8I5ZZW8, A0A8I6AIE2, B5DEK8
NP_001102101	HECT and RLD domain containing E3 ubiquitin protein ligase 3	1307803	A0A0G2K5Y2, D3ZPP6
NP_001102102	ribose 5-phosphate isomerase A	1311377	A0A8I6AS52, D4A7L6
NP_001102103	receptor accessory protein 1	1305230	A0A8I5ZTG4, A0A8I6AD43, A0A8I6AG42, A0A8I6GDV4, D4A193
NP_001102104	DNA polymerase epsilon 4, accessory subunit	1307793	A0A0G2K637, D3Z9P5
NP_001102106	small nuclear ribonucleoprotein U4/U6.U5 subunit 27	1359265	A0A8I6ADI8, D3ZR17
NP_001102107	FYVE, RhoGEF and PH domain containing 5	1305589	A0A8I5ZMC4, F1LTE6
NP_001102108	solute carrier family 25 member 26	1308811	A0A8I6AAR8, D4A6Y6
NP_001102109	sulfatase modifying factor 1	1309939	A0A8I5ZM54, A0A8I5ZRR9, A0A8I6ABB3, D4A7I8
NP_001102110	tubulin tyrosine ligase like 3	1311255	A0A8I5Y527, A0A8I6ABR5, D3ZE22
NP_001102111	RNA pseudouridine synthase D3	1307582	A0A8I6A4J9, D4A6T2
NP_001102112	TAM41 mitochondrial translocator assembly and maintenance homolog	1586150	D3ZKT0
NP_001102113	transmembrane protein 72	1308850	D4A2U6
NP_001102114	microfibril associated protein 5	1307919	A0A0G2K9S8, A0A8I6A505, A0A8I6G396, A0A8I6GG30, D3ZJB1
NP_001102115	LOC362433	1307916	D3ZKQ5
